SalesHistory
Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealNumber,ContractDate,DeliveryDate,DealStatus,Comments,InventoryType,StockNumber,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,APR,ContractTerm,MonthlyPayment,BuyerID,BuyerBirthDate,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,SalesPersonID,SalesPerson2ID,Trade1_StockNumber,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
5305,10/30/04 0:00,10/30/04 0:00,F,,U,CCD991A,JTHBF30G820080221,Lexus,ES 300,2002,28988,2011.21,150,1861.21,3.9,60,391.1,460816,,South Bend,IN,466149432,2947,,D991B,JNKCA21A1XT752505,1999,Infiniti,I30,,,,
5306,10/30/04 0:00,10/30/04 0:00,F,,N,CCE181,2T2HA31U95C044848,Lexus,RX 330,2005,41453,2887.67,210.67,2677,,48,572.99,305861,,Fort Myers,FL,339675587,9884,,,,,,,,,,
5307,10/30/04 0:00,10/30/04 0:00,F,,N,CCE176,2T2HA31U75C045240,Lexus,RX 330,2005,36859,0,0,,,1,36859,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5308,10/31/04 0:00,10/31/04 0:00,F,,U,CCD991B,JNKCA21A1XT752505,Infiniti,I30,1999,5000,0,0,,,1,5000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5309,10/31/04 0:00,10/31/04 0:00,F,,U,CCE196A,1G6KD54Y31U185118,Cadillac,DeVille,2001,13000,0,0,,,1,13000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5312,10/31/04 0:00,10/31/04 0:00,F,,U,CCD1036A,1GNFK16Z83R170923,Chevrolet,Suburban 1500,2003,22000,-2000,-2000,0,,1,22000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5314,5/31/08 0:00,5/31/08 0:00,F,,U,CCI125A,2T2HA31UX6C104444,Lexus,RX 330,2006,35780,5071.18,250,5495.59,3.9,60,613.28,14918,,Granger,IN,465307801,2876,99,,,,,,,,,
5315,5/31/08 0:00,5/31/08 0:00,F,,U,CCL810,1GYEK63N06R105761,Cadillac,Escalade,2006,30000,3978.01,1418.36,3412.87,16,72,906.43,14926,9/5/67 0:00,South Bend,IN,466372105,9492,,L810A,1GYEK63N92R222460,2002,Cadillac,Escalade,,,,
5318,10/31/04 0:00,10/31/04 0:00,F,,U,CCL417BB,1FDEE1460VHC10713,Ford,E-150,1997,6000,0,0,,,1,6000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5319,10/31/04 0:00,10/31/04 0:00,F,,N,CCE198,JTHBA30GX55073678,Lexus,ES 330,2005,33511,0,0,,,1,33511,62104,,Ann Arbor,MI,481031811,7ZHW,,,,,,,,,,
5320,11/2/04 0:00,11/2/04 0:00,F,,N,CCE203,2T2HA31U25C047221,Lexus,RX 330,2005,39114,2243,2243,0,,1,33031.09,637394,2/28/50 0:00,Valparaiso,IN,463858500,2947,,E203A,1J4GW58N0YC214100,2000,Jeep,Grand Cherokee,,,,
5323,11/3/04 0:00,11/3/04 0:00,F,,U,CCD1042A,JTHBN30FX20053323,Lexus,LS 430,2002,43000,4641.35,4641.35,0,,1,45629,584414,,Notre Dame,IN,465560839,7Z1553,,,,,,,,,,
5330,5/31/08 0:00,5/31/08 0:00,F,,N,CCH565,JTHBJ46G182220926,Lexus,ES 350,2008,35503.74,2536.96,658.22,2078.74,0.0014,36,598.13,17357,10/2/40 0:00,Michigan City,IN,463606205,2995,,H565A,JTHBJ46G172009322,2007,Lexus,ES 350,,,,
5332,6/3/08 0:00,6/3/08 0:00,F,,U,CCH600AA,JTEEP21A360140410,Toyota,Highlander,2006,17500,1415,15,1400,6.25,60,322.54,2947,2/1/76 0:00,South Bend,IN,466149240,886,,H600BB,1G1JC14F837100187,2003,Chevrolet,Cavalier,,,,
5334,11/5/04 0:00,11/5/04 0:00,F,,N,CCE171,JTJHT00W453551050,Lexus,LX 470,2005,59062,0,0,,,1,59062,61230,,Chicago,IL,606424133,7ZHW,,,,,,,,,,
5339,11/5/04 0:00,11/5/04 0:00,F,,N,CCE207,2T2HA31U05C047606,Lexus,RX 330,2005,42000,2825,2825,0,,1,44570.25,409314,,South Bend,IN,466289811,1237,,,,,,,,,,
5345,11/6/04 0:00,11/6/04 0:00,F,,N,CCE187,JTHBA30G755073007,Lexus,ES 330,2005,33172,1960,1960,0,,1,31502.57,879592,,Niles,MI,491207794,7Z1553,,E187A,1G6EL12YXVU603918,1997,Cadillac,Eldorado,,,,
5346,11/8/04 0:00,11/8/04 0:00,F,,N,CCE183,2T2HA31U75C045545,Lexus,RX 330,2005,36859,0,0,,,1,36859,61203,,Naperville,IL,605401000,7ZHW,,,,,,,,,,
5347,11/8/04 0:00,11/8/04 0:00,F,,N,CCE180,2T2HA31U85C042329,Lexus,RX 330,2005,36927,0,0,,,1,36927,61202,,Palatine,IL,600748308,7ZHW,,,,,,,,,,
5348,6/5/08 0:00,6/5/08 0:00,F,,N,CCI151,2T2HK31U49C105803,Lexus,RX 350,2009,43509,3627.72,702.72,2925,0.001,36,550.31,657383,9/10/35 0:00,Bridgman,MI,491069347,5283,,,,,,,,,,
5350,11/8/04 0:00,11/8/04 0:00,F,,N,CCD1054,JTJBT20X740065293,Lexus,GX 470,2004,44006,0,0,,,1,44006,62104,,Ann Arbor,MI,481031811,7ZHW,,,,,,,,,,
5351,11/8/04 0:00,11/8/04 0:00,F,,U,CCD992A,JN8HD17YXNW018085,Nissan,Pathfinder,1992,1000,0,0,,,1,1000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5355,11/8/04 0:00,11/8/04 0:00,F,,U,CCD1053A,1GNEC13T61J267073,Chevrolet,Tahoe,2001,15500,0,0,,,1,15500,3199,,Indianapolis,IN,462412811,7ZHW,,,,,,,,,,
5357,11/9/04 0:00,11/9/04 0:00,F,,N,CCD1055,JTJBT20X840066078,Lexus,GX 470,2004,49332,4236,4236,0,,1,21144.25,1402,,Elkhart,IN,465151669,2947,,D1055A,4JGAB75E33A401077,2003,Mercedes-Benz,ML500,,,,
5358,11/9/04 0:00,11/9/04 0:00,F,,N,CCD1052,JTJBT20X740064676,Lexus,GX 470,2004,44120,0,0,,,1,44120,63401,,Dublin,OH,430171433,7ZHW,,,,,,,,,,
5359,11/9/04 0:00,11/9/04 0:00,F,,N,CCE163,JTHBA30G755069409,Lexus,ES 330,2005,31547,0,0,,,1,31547,61205,,Highland Park,IL,600351049,7ZHW,,,,,,,,,,
5360,11/9/04 0:00,11/9/04 0:00,F,,U,CCL407A,1G6EL12Y9WU611588,Cadillac,Eldorado,1998,5000,0,0,,,1,5000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5361,11/9/04 0:00,11/9/04 0:00,F,,U,CCD1035B,JHLRD1840YC041881,Honda,CR-V,2000,7500,500,500,0,,1,7500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5362,11/9/04 0:00,11/9/04 0:00,F,,U,CCE187A,1G6EL12YXVU603918,Cadillac,Eldorado,1997,3500,0,0,,,1,3500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5367,11/10/04 0:00,11/10/04 0:00,F,,U,CCD1048A,JTEEP21A740035477,Toyota,Highlander,2004,28500,3599.45,3599.45,0,,1,30210,497906,,Sturgis,MI,490919129,2876,,,,,,,,,,
5368,11/10/04 0:00,11/10/04 0:00,F,,N,CCE195,2T2HA31UX5C046611,Lexus,RX 330,2005,39243,2872,2872,0,,1,41098.83,293048,,Saint Joseph,MI,490859748,2876,,,,,,,,,,
5369,6/7/08 0:00,6/7/08 0:00,F,,N,CCH578,JTJHW31UX82855919,Lexus,RX 400h,2008,48638,4758.05,940.05,4298,5.49,60,926.56,14960,3/19/52 0:00,Bristol,IN,465070669,2947,,H578A,JTHCH96SX60010464,2006,Lexus,GS 300,,,,
5371,11/11/04 0:00,11/11/04 0:00,F,,N,CCD1056,JTJBT20X840065917,Lexus,GX 470,2004,43661,0,0,,,1,43661,64830,,Glendale,WI,532094416,7ZHW,,,,,,,,,,
5372,6/7/08 0:00,6/7/08 0:00,F,,U,CCL806,JTHBA30G355089799,Lexus,ES 330,2005,24732,3468.54,943.2,3200.46,6.75,60,522.8,14957,8/16/53 0:00,South Bend,IN,466374583,2947,99,,,,,,,,,
5373,11/18/04 0:00,11/18/04 0:00,F,,N,CCE228,2T2HA31U95C049628,Lexus,RX 330,2005,39500,3935.06,806.06,3129,,48,549.87,320650,,Elkhart,IN,465161500,7Z1553,,,,,,,,,,
5374,6/7/08 0:00,6/7/08 0:00,F,,U,CCI135B,2T2HA31U24C013293,Lexus,RX 330,2004,25000,3778.17,-1092.73,4870.9,,1,0,14982,,Thornhill,ON,L4J0B7,2876,,,,,,,,,,
5375,11/11/04 0:00,11/11/04 0:00,F,,N,CCD1057,JTJBT20X840065545,Lexus,GX 470,2004,56910,4633.46,1349.46,3284,6.65,84,883.41,762838,,Michigan City,IN,463607265,2876,,D1057A,YS3ED49ZX23011794,2002,Saab,5-Sep,,,,
5377,11/12/04 0:00,11/12/04 0:00,F,,N,CCE219,JTHBN36F050181498,Lexus,LS 430,2005,66849,7720,7720,0,,1,34780.25,842112,,Fort Wayne,IN,468052428,9884,,E219A,JTHBN30F420058341,2002,Lexus,LS 430,,,,
5379,6/9/08 0:00,6/9/08 0:00,F,,N,CCH346,JTHBJ46G782174230,Lexus,ES 350,2008,39500,2330.85,-249.15,2580,,1,23640.25,13724,,Berrien Sprgs,MI,491031276,2876,,H346A,4T1BK36B05U001240,2005,Toyota,Avalon,,,,
5383,11/15/04 0:00,11/15/04 0:00,F,,U,CCD1040B,1FMZU34E1WUC62416,Ford,Explorer,1998,6000,500,500,0,,1,6000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5384,11/15/04 0:00,11/15/04 0:00,F,,U,CCE139A,WBAGF8326WDL57545,BMW,740,1998,11500,0,0,,,1,11500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5385,11/15/04 0:00,11/15/04 0:00,F,,U,CCE203A,1J4GW58N0YC214100,Jeep,Grand Cherokee,2000,7500,0,0,,,1,7500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5387,11/15/04 0:00,11/15/04 0:00,F,,U,CCD1057A,YS3ED49ZX23011794,Saab,5-Sep,2002,10800,0,0,,,1,10800,3199,,Indianapolis,IN,462412811,7ZHW,,,,,,,,,,
5388,11/15/04 0:00,11/15/04 0:00,F,,U,CCD1058A,2C8GP64L31R239906,Chrysler,Town & Country,2001,11500,0,0,,,1,11500,123573,,Mishawaka,IN,465457114,7ZHW,,,,,,,,,,
5392,11/16/04 0:00,11/16/04 0:00,F,,N,CCE191,JTHBD192950095395,Lexus,IS 300,2005,32468,0,0,,,1,32468,64204,,Dallas,TX,752095721,7ZHW,,,,,,,,,,
5393,11/16/04 0:00,11/16/04 0:00,F,,N,CCE210,2T2HA31U25C048224,Lexus,RX 330,2005,36859,0,0,,,1,36859,61205,,Highland Park,IL,600351049,7ZHW,,,,,,,,,,
5394,11/16/04 0:00,11/16/04 0:00,F,,N,CCE194,2T2HA31U15C047002,Lexus,RX 330,2005,36859,0,0,,,1,36859,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5396,11/17/04 0:00,11/17/04 0:00,F,,U,CCD545B,1GNEK13Z22J191182,Chevrolet,Tahoe,2002,21195,-2523.16,-2523.16,0,,1,21195,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5397,11/17/04 0:00,11/17/04 0:00,F,,U,CCL409,1FTRW08L63KD45644,Ford,F-150,2003,19425,-3419.98,-3419.98,0,,1,19425,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5405,6/12/08 0:00,6/12/08 0:00,F,,U,CCL821,2T2HA31U15C085393,Lexus,RX 330,2005,30000,2458.01,-652.67,3110.68,,1,20429,14811,,Mishawaka,IN,465451556,5283,99,L821A,JN8AZ08W53W222588,2003,Nissan,Murano,,,,
5406,6/12/08 0:00,6/12/08 0:00,F,,N,CCG801,JTHFN45YX79015532,Lexus,SC 430,2007,59824,3176.5,1795.5,1581,6.5,72,1077.64,14978,3/6/76 0:00,South Bend,IN,466284622,9492,,,,,,,,,,
5407,11/18/04 0:00,11/18/04 0:00,F,,N,CCE230,JTJHT00W453552327,Lexus,LX 470,2005,61117,3070,3070,0,,1,40454.27,1402,,Elkhart,IN,465151669,2995,,E230A,JTEHT05J522022347,2002,Toyota,Land Cruiser,,,,
5408,11/18/04 0:00,11/18/04 0:00,F,,U,CCE230A,JTEHT05J522022347,Toyota,Land Cruiser,2002,23000,0,0,,,1,24380,415383,,Union,MI,491309794,7ZHW,,,,,,,,,,
5410,11/18/04 0:00,11/18/04 0:00,F,,U,CCE134A,1G6KF57942U158493,Cadillac,DeVille,2002,23900,2310.4,2310.4,0,,1,19130.25,720297,,Etowah,NC,287299748,2995,,E134B,1G6KD52YXTU302912,1996,Cadillac,DeVille,,,,
5412,11/18/04 0:00,11/18/04 0:00,F,,U,CCD1055A,4JGAB75E33A401077,Mercedes-Benz,ML500,2003,30300,2654.08,2654.08,0,,1,32167,874552,,Niles,MI,491208693,2876,,,,,,,,,,
5413,11/19/04 0:00,11/19/04 0:00,F,,N,CCE225,2T2HA31U45C044322,Lexus,RX 330,2005,42300,2469,2469,0,,1,44888.25,335164,,Berrien Sprgs,MI,491039773,2876,,,,,,,,,,
5414,11/19/04 0:00,11/19/04 0:00,F,,N,CCE224,2T2HA31UX5C048827,Lexus,RX 330,2005,36859,0,0,,,1,36859,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5415,11/19/04 0:00,11/19/04 0:00,F,,N,CCE232,JTHBA30G855079625,Lexus,ES 330,2005,32422,0,0,,,1,32422,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5417,11/20/04 0:00,11/20/04 0:00,F,,U,CCE219A,JTHBN30F420058341,Lexus,LS 430,2002,42500,4809.05,4809.05,0,,1,0,250604,,La Porte,IN,463508289,9884,2876,E219B,WBSBR93493PK01210,2003,BMW,M3,,,,
5418,11/22/04 0:00,11/22/04 0:00,F,,N,CCE164,JTHBN36F050179248,Lexus,LS 430,2005,67464,5033,5033,0,,30,1205.34,646336,,Elkhart,IN,465147666,9884,,E164A,JTJHT00W933527646,2003,Lexus,LX 470,,,,
5419,11/20/04 0:00,11/20/04 0:00,F,,U,CCL417B,JT8BF28G6W0143692,Lexus,ES 300,1998,13727.36,4278.51,4278.51,0,,1,14600,511539,,Sturgis,MI,490919780,2995,,,,,,,,,,
542,7/14/06 0:00,7/14/06 0:00,F,,N,CCF633,JTHCK262865006733,Lexus,IS 250,2006,36460.95,2719.21,-270.74,2989.95,0.0031,48,724.51,10938,10/23/65 0:00,Osceola,IN,465619141,8002,,F633A,2HNYD18224H522675,2004,Acura,MDX,,,,
5422,11/23/04 0:00,11/23/04 0:00,F,,N,CCE214,2T2HA31U05C048397,Lexus,RX 330,2005,40000,1629,1629,0,,1,31850.25,634370,,Watervliet,MI,490989589,2995,,E214A,W06VR54R91R072699,2001,Cadillac,Catera,,,,
5423,11/29/04 0:00,11/29/04 0:00,F,,N,CCE246,2T2HA31U85C047109,Lexus,RX 330,2005,43218,3943,3943,0,,1,35321.33,10460,,South Bend,IN,466145491,2876,,E246A,1G6KS54Y5XU922401,1999,Cadillac,Seville,,,,
5425,11/23/04 0:00,11/23/04 0:00,F,,N,CCD1059,JTJBT20X340066649,Lexus,GX 470,2004,48452.59,3761.59,3761.59,0,,1,26500,295258,,Indianapolis,IN,462505677,2876,,D1059A,WBAFB33571LH21557,2001,BMW,X5,,,,
5426,11/24/04 0:00,11/24/04 0:00,F,,U,CCE202A,JTJHF10U230297185,Lexus,RX 300,2003,29625,1852.02,1852.02,0,,1,31402.5,430307,,Granger,IN,465307857,2876,7Z1553,,,,,,,,,
5428,11/26/04 0:00,11/26/04 0:00,F,,U,CCL356A,4T1BF28B03U299877,Toyota,Avalon,2003,22500,1543.97,1543.97,0,,1,19659,839523,,Niles,MI,491204261,2876,,L356B,1G4CU5214W4630766,1998,Buick,Park Avenue,,,,
5429,11/26/04 0:00,11/26/04 0:00,F,,N,CCE245,2T2HA31U65C047979,Lexus,RX 330,2005,44507.92,2592.92,2592.92,0,,1,20000,799334,,Grand Blanc,MI,484399744,1237,,E245A,JTEHF21AX30109103,2003,Toyota,Highlander,,,,
5430,6/16/08 0:00,6/16/08 0:00,F,,U,CCH659A,JTHBA30G355087759,Lexus,ES 330,2005,24360,7250,0,7250,,1,26164.2,101244,,Granger,IN,465304896,9492,,,,,,,,,,
5431,11/27/04 0:00,11/27/04 0:00,F,,N,CCE182,2T2HA31U95C045725,Lexus,RX 330,2005,36859,0,0,,,1,36859,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5432,11/29/04 0:00,11/29/04 0:00,F,,N,CCD1060,JTJBT20X140067170,Lexus,GX 470,2004,44006,0,0,,,1,44006,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5433,11/29/04 0:00,11/29/04 0:00,F,,U,CCE214A,W06VR54R91R072699,Cadillac,Catera,2001,8000,0,0,,,1,8000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5434,11/29/04 0:00,11/29/04 0:00,F,,U,CCE134B,1G6KD52YXTU302912,Cadillac,DeVille,1996,3500,0,0,,,1,3500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5435,11/29/04 0:00,11/29/04 0:00,F,,U,CCL356B,1G4CU5214W4630766,Buick,Park Avenue,1998,4500,500,500,0,,1,4500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5436,11/29/04 0:00,11/29/04 0:00,F,,U,CCE215A,1GKDT13W8W2559747,GMC,JIMMY,1998,2500,0,0,,,1,2500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5442,11/29/04 0:00,11/29/04 0:00,F,,N,CCD1061,JTJBT20X940067434,Lexus,GX 470,2004,45254,0,0,,,1,45254,63401,,Dublin,OH,430171433,7ZHW,,,,,,,,,,
5444,11/29/04 0:00,11/29/04 0:00,F,,U,CCD1059A,WBAFB33571LH21557,BMW,X5,2001,24000,500,500,0,,1,24000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5448,11/30/04 0:00,11/30/04 0:00,F,,N,CCE208,2T2HA31U65C047917,Lexus,RX 330,2005,36859,0,0,,,1,36859,61205,,Highland Park,IL,600351049,7ZHW,,,,,,,,,,
5450,6/20/08 0:00,6/20/08 0:00,F,,N,CCI165,2T2HK31U49C112685,Lexus,RX 350,2009,39366,1925,-200,2125,,1,42221.87,14896,,New Buffalo,MI,491179261,2876,,,,,,,,,,
5451,12/1/04 0:00,12/1/04 0:00,F,,N,CCE227,JTJHA31U550076241,Lexus,RX 330,2005,39933,0,0,,,1,39933,61205,,Highland Park,IL,600351049,7ZHW,,,,,,,,,,
5452,12/2/04 0:00,12/2/04 0:00,F,,N,CCE250,JTHBA30G855083321,Lexus,ES 330,2005,35986,2859,2859,0,,1,37195.41,773103,,South Bend,IN,466608012,2995,,,,,,,,,,
5453,6/24/08 0:00,6/24/08 0:00,F,,U,CCH662A,JTHCH96S460020729,Lexus,GS 300,2006,35900,-9106.06,2163.38,-11269.44,10.65,75,785.64,15028,10/11/69 0:00,Elkhart,IN,465152146,9492,,H662B,1HGCM82637A002638,2007,Honda,Accord,,,,
5454,12/1/04 0:00,12/1/04 0:00,F,,N,CCE199,JTHBA30G655073743,Lexus,ES 330,2005,36127,2500,2500,0,,1,33574.87,997274,,Edwardsburg,MI,491129574,2947,,E199A,YS3EF48E2X3022482,1999,Saab,5-Sep,,,,
5456,12/2/04 0:00,12/2/04 0:00,F,,N,CCE217,JTHBA30GX55076550,Lexus,ES 330,2005,35500,2373,2373,0,,1,37630,945588,,Mishawaka,IN,465451522,9884,,,,,,,,,,
5457,12/3/04 0:00,12/3/04 0:00,F,,N,CCE220,JTHBN36F650181103,Lexus,LS 430,2005,57638,0,0,,,1,57638,62405,,Shawnee,KS,662034223,7ZHW,,,,,,,,,,
5460,6/23/08 0:00,6/23/08 0:00,F,,N,CCH673,JTJHY00W184010408,Lexus,LX 570,2008,82000,8520.3,-1196.7,9717,,1,55205.25,660755,,Middlebury,IN,465408706,9492,,H673A,JTJHT00W653555357,2005,Lexus,LX 470,,,,
5462,12/31/04 0:00,12/31/04 0:00,F,,N,CCE322,JTJBT20X450071649,Lexus,GX 470,2005,49500,5708.4,1520.4,4188,,48,670.67,6129,12/13/45 0:00,Granger,IN,465304253,9884,,,,,,,,,,
5463,12/3/04 0:00,12/3/04 0:00,F,,N,CCE261,2T2HA31U35C051830,Lexus,RX 330,2005,45046,2809,2809,0,,39,643.94,447163,3/30/44 0:00,Zionsville,IN,460778554,7Z1553,,E261A,JTJHF10U930306075,2003,Lexus,RX 300,,,,
5465,6/25/08 0:00,6/25/08 0:00,F,,N,CCH680,JTHBJ46G982251485,Lexus,ES 350,2008,39841,1754.17,201.6,1752.57,0.00145,48,520.96,306677,7/8/33 0:00,Granger,IN,465304895,9492,,,,,,,,,,
5467,12/4/04 0:00,12/4/04 0:00,F,,U,CCL343,JM1TA221111701203,Mazda,Millenia,2001,13000,-1230.02,-1230.02,0,,1,13829,723231,11/23/68 0:00,Edwardsburg,MI,491128449,7Z1553,,,,,,,,,,
5468,12/4/04 0:00,12/4/04 0:00,F,,U,CCL431,1B3EL36X52N142063,Dodge,Stratus,2002,100,0,0,,,1,106,49444,,Muskegon,MI,494444710,7Z9999,,,,,,,,,,
5470,12/4/04 0:00,12/4/04 0:00,F,,N,CCE253,JTHBN36F855001705,Lexus,LS 430,2005,54922,0,0,,,1,54922,61205,,Highland Park,IL,600351049,7ZHW,,,,,,,,,,
5473,6/27/08 0:00,6/27/08 0:00,F,,N,CCH684,JTHCE96S280019431,Lexus,GS 350,2008,49270,3586.3,692.6,3197,0.0016,39,814.84,15058,,South Bend,IN,46617,2876,,,,,,,,,,
5474,12/6/04 0:00,12/6/04 0:00,F,,N,CCE222,2T2HA31U45C048676,Lexus,RX 330,2005,36859,0,0,,,1,36859,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5479,12/6/04 0:00,12/6/04 0:00,F,,U,CCE192A,1J4GW48N64C414161,Jeep,Grand Cherokee,2004,20000,1609.6,1609.6,0,,1,21249,122690,,Middlebury,IN,465409013,2995,,,,,,,,,,
5480,12/6/04 0:00,12/6/04 0:00,F,,N,CCE240,JTHBA30G755081415,Lexus,ES 330,2005,37809,3856,3856,0,,1,40127.79,663117,,Harrisonburg,VA,228025517,2947,,,,,,,,,,
5481,6/28/08 0:00,6/28/08 0:00,F,,N,CCH645,JTHBJ46G082243839,Lexus,ES 350,2008,39845.11,2270.17,596.06,1874.11,0.00165,48,514.95,284788,12/28/35 0:00,Plymouth,IN,465638507,2876,,,,,,,,,,
5483,12/7/04 0:00,12/7/04 0:00,F,,N,CCD1062,JTJBT20X340066747,Lexus,GX 470,2004,46000,2146,2146,0,,1,26549,606175,,South Bend,IN,466173447,2876,,D1062A,JT3HT05J8X0031801,1999,Toyota,Land Cruiser,,,,
5486,12/8/04 0:00,12/8/04 0:00,F,,U,CCE245A,JTEHF21AX30109103,Toyota,Highlander,2003,27150,4547.86,1036.3,3511.56,4.75,60,535.49,482221,10/12/46 0:00,Mishawaka,IN,465446628,2876,,,,,,,,,,
5487,6/30/08 0:00,6/30/08 0:00,F,,U,CCH631A,2C3AA63H65H564894,Chrysler,300C,2005,17900,1270.5,-256.84,1527.34,,1,15186,15060,1/22/47 0:00,South Bend,IN,466194113,4692,,H631B,1G6EL13B5PU600406,1993,Cadillac,Eldorado,,,,
5488,12/30/04 0:00,12/30/04 0:00,F,,N,CCE314,JTJHA31U750083076,Lexus,RX 330,2005,44750,2683,2683,0,,1,47485.25,148662,,Elm Grove,WI,531221526,9884,,,,,,,,,,
5490,6/30/08 0:00,6/30/08 0:00,F,,N,CCI157,2T2HK31U29C108330,Lexus,RX 350,2009,42191.82,2175.5,-203.38,2378.88,,1,45245.5,15069,,Cassopolis,MI,490319313,5283,,,,,,,,,,
5491,12/9/04 0:00,12/9/04 0:00,F,,N,CCE197,JTHFN48Y450063475,Lexus,SC 430,2005,57557,0,0,,,1,57557,63401,,Dublin,OH,430171433,7ZHW,,,,,,,,,,
5492,12/9/04 0:00,12/9/04 0:00,F,,U,CCL428A,SAJDA01D3YGL50498,Jaguar,S-TYPE,2000,11500,0,0,,,1,11500,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5493,12/9/04 0:00,12/9/04 0:00,F,,U,CCE246A,1G6KS54Y5XU922401,Cadillac,Seville,1999,9000,0,0,,,1,9000,755702,,South Bend,IN,466289656,7ZHW,,,,,,,,,,
5495,6/30/08 0:00,6/30/08 0:00,F,,N,CCH689,JTJHW31U682857814,Lexus,RX 400h,2008,49504,4467.4,-594.6,5062,,1,46710.53,765229,2/22/64 0:00,Chesterton,IN,463048938,2876,,H689A,1GDFG15R421228661,2002,GMC,Savana,,,,
5496,12/11/04 0:00,12/11/04 0:00,F,,U,CCL435,JTHBN30F610040115,Lexus,LS 430,2001,36500,1276.06,1276.06,0,,1,38739,295978,,Stevensville,MI,491271320,2947,,,,,,,,,,
5499,12/9/04 0:00,12/9/04 0:00,F,,N,CCE278,JTJBT20X250069107,Lexus,GX 470,2005,49307,3861,3861,0,,1,7795.67,10463,,Munster,IN,463219188,2876,,E278A,JTHFN48Y220029952,2002,Lexus,SC 430,,,,
5500,12/23/04 0:00,12/23/04 0:00,F,,N,CCE256,2T2HA31U75C051605,Lexus,RX 330,2005,42500,3359.8,3359.8,0,,1,45614.35,63299,,Cassopolis,MI,490319375,9884,,,,,,,,,,
5503,12/24/04 0:00,12/24/04 0:00,F,,N,CCE304,JTJBT20X450071103,Lexus,GX 470,2005,49846,4489,4489,0,,1,50887.01,437636,,Granger,IN,465308424,7Z1553,,,,,,,,,,
5506,12/11/04 0:00,12/11/04 0:00,F,,U,CCL401,1HGCG16541A046932,Honda,Accord,2001,14900,-537.83,-537.83,0,,1,13723,644325,,Chesterton,IN,463049160,2876,,L401A,1G2HX52L1R4219501,1994,Pontiac,Bonneville,,,,
5507,12/13/04 0:00,12/13/04 0:00,F,,N,CCE221,JTHBA30G855076269,Lexus,ES 330,2005,32502,0,0,,,1,32502,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5508,12/13/04 0:00,12/13/04 0:00,F,,N,CCE277,JTJHA31U550081116,Lexus,RX 330,2005,36859,0,0,,,1,36859,61301,,Indianapolis,IN,462801973,7ZHW,,,,,,,,,,
5512,12/13/04 0:00,12/13/04 0:00,F,,N,CCE283,JTHBA30G055075973,Lexus,ES 330,2005,32850,1638,1638,0,,1,27981.25,443609,,Cassopolis,MI,49031,2876,,E283A,JT8BH68X6W0012702,1998,Lexus,GS 400,,,,
5519,7/7/08 0:00,7/7/08 0:00,F,,N,CCI168,2T2HK31U59C117555,Lexus,RX 350,2009,41900,940,-200,1140,,1,44933.25,401382,,Granger,IN,465306109,9492,,,,,,,,,,
5520,7/7/08 0:00,7/7/08 0:00,F,,N,CCH653,JTHBJ46G782245457,Lexus,ES 350,2008,36246,2536,-285,2821,,1,33533.47,15095,,Elkhart,IN,465148549,2947,,H653A,2C3HE66G72H156941,2002,Chrysler,300M,,,,
